OID_,Value,Count,Feature_hoos2,bps_aoi,evt_aoi,MAP_UNIT_SYMBOL,BPS_MODEL,BPS_NAME,FRI_REPLAC,FRI_MIXED,FRI_SURFAC,FRI_ALLFIR,EVT_NAME,EVT_PHYS
154,154,83,3,2072,7908,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Urban Herbaceous,Developed
155,155,41,3,2072,7927,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Mixed Forest,Developed
156,156,39,3,2072,9726,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
157,157,199,3,2067,9817,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Northern & Central Ruderal Meadow,Exotic Herbaceous
158,158,6,1,2088,7909,223Ba01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Shrubland,Developed
159,159,180,1,2067,9725,223Ba01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior Large Floodplain Herbaceous,Riparian
160,160,3,1,2084,7909,223Ba01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Shrubland,Developed
161,161,1,3,2067,9224,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior Small Stream and Riparian Forest,Riparian
162,162,754,3,2067,9315,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Northern & Central Native Ruderal Forest,Conifer-Hardwood
163,163,2249,3,2072,7977,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Pasture and Hayland,Agricultural
164,164,14,3,2072,7457,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
165,165,80,3,2072,7906,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Urban Evergreen Forest,Developed
166,166,2,1,2072,9318,223Ba01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Northern & Central Ruderal Wet Meadow & Marsh,Riparian
167,167,281,3,2067,7977,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Pasture and Hayland,Agricultural
168,168,5,3,2085,7908,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Herbaceous,Developed
169,169,5,3,2085,7929,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Herbaceous,Developed
170,170,96,3,2072,7909,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Urban Shrubland,Developed
171,171,1,1,2067,7298,223Ba01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Developed-High Intensity,Developed-High Intensity
172,172,2,1,2084,7326,223Ba01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood
173,173,144,3,2085,7299,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-Roads,Developed-Roads
174,174,36,3,2072,7929,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Herbaceous,Developed
175,175,27,3,2067,7925,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Deciduous Forest,Developed
176,176,13,3,2067,7906,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Evergreen Forest,Developed
177,177,4,3,2070,7321,223Ba03,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,South-Central Interior Mesophytic Forest,Hardwood
178,178,90,3,2072,7907,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Urban Mixed Forest,Developed
179,179,3,3,2072,7298,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Developed-High Intensity,Developed-High Intensity
180,180,100,3,2084,7299,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Developed-Roads,Developed-Roads
181,181,30,3,2085,7905,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Deciduous Forest,Developed
182,182,5,3,2085,7925,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Deciduous Forest,Developed
183,183,14,3,2067,7927,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Developed Mixed Forest,Developed
184,184,18,3,2091,7299,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Developed-Roads,Developed-Roads
185,185,2,1,2071,7905,223Ba01,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Eastern Cool Temperate Urban Deciduous Forest,Developed
186,186,165,3,2084,9315,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Native Ruderal Forest,Conifer-Hardwood
187,187,37,1,2084,9224,223Ba01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Small Stream and Riparian Forest,Riparian
188,188,81,3,2070,7305,223Ba03,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
189,189,64,3,2084,9817,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Ruderal Meadow,Exotic Herbaceous
190,190,27,1,2071,7299,223Ba01,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Developed-Roads,Developed-Roads
191,191,45,3,2084,9224,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Small Stream and Riparian Forest,Riparian
192,192,78,3,2067,7976,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
193,193,38,3,2091,9315,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Northern & Central Native Ruderal Forest,Conifer-Hardwood
194,194,64,3,2072,9312,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Northeastern North American Temperate Forest Plantation,Conifer
195,195,3,3,2067,9312,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Northeastern North American Temperate Forest Plantation,Conifer
196,196,6,3,2072,7975,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Close Grown Crop,Agricultural
197,197,12,3,2072,7313,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,North-Central Interior Beech-Maple Forest,Hardwood
198,198,1,3,2085,7927,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Developed Mixed Forest,Developed
199,199,8,3,2085,7296,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-Low Intensity,Developed-Low Intensity
200,200,4,3,2085,7457,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
201,201,8,3,2085,7909,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Shrubland,Developed
202,202,115,3,2091,7305,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
203,203,1,3,2070,7925,223Ba03,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Eastern Cool Temperate Developed Deciduous Forest,Developed
204,204,22,3,2072,7297,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Developed-Medium Intensity,Developed-Medium Intensity
205,205,81,3,2085,9817,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Northern & Central Ruderal Meadow,Exotic Herbaceous
206,206,6,3,2079,9315,223Ba03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Northern & Central Native Ruderal Forest,Conifer-Hardwood
207,207,23,3,2067,7907,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Mixed Forest,Developed
208,208,8,3,2070,9315,223Ba03,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Northern & Central Native Ruderal Forest,Conifer-Hardwood
209,209,45,3,2091,9817,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Northern & Central Ruderal Meadow,Exotic Herbaceous
210,210,8,3,2085,9726,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
211,211,14,1,2091,7321,223Ba01,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,South-Central Interior Mesophytic Forest,Hardwood
212,212,55,3,2091,7974,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Eastern Cool Temperate Row Crop,Agricultural
213,213,32,3,2088,7977,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Pasture and Hayland,Agricultural
214,214,22,3,2088,7299,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Developed-Roads,Developed-Roads
215,215,7,3,2088,7457,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
216,216,11,3,2079,7305,223Ba03,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
217,217,6,1,2072,7298,223Ba01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Developed-High Intensity,Developed-High Intensity
218,218,1,1,2070,7296,223Ba01,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Developed-Low Intensity,Developed-Low Intensity
219,219,41,3,2088,9315,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Native Ruderal Forest,Conifer-Hardwood
220,220,3,3,2072,9317,223Ba03,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
221,221,2,1,2072,7928,223Ba01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Eastern Cool Temperate Developed Shrubland,Developed
222,222,33,3,2091,7977,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Eastern Cool Temperate Pasture and Hayland,Agricultural
223,223,6,3,2091,7905,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Eastern Cool Temperate Urban Deciduous Forest,Developed
224,224,27,3,2091,7321,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,South-Central Interior Mesophytic Forest,Hardwood
225,225,23,3,2084,7905,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Deciduous Forest,Developed
226,226,4,1,2072,7291,223Ba01,13210_47_48_53_57,South-Central Interior Mesophytic Forest,869,534,86,68,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland
227,227,4,3,2085,7907,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Eastern Cool Temperate Urban Mixed Forest,Developed
228,228,249,3,2084,7974,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Row Crop,Agricultural
229,229,16,3,2084,7976,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Fallow/Idle Cropland,Agricultural
230,230,26,1,2091,7299,223Ba01,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Developed-Roads,Developed-Roads
231,231,3,1,2085,7457,223Ba01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
232,232,1,1,2079,7927,223Ba01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Mixed Forest,Developed
233,233,1,3,2091,7909,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,Eastern Cool Temperate Urban Shrubland,Developed
234,234,6,1,2088,7296,223Ba01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Developed-Low Intensity,Developed-Low Intensity
235,235,1,1,2079,7909,223Ba01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Urban Shrubland,Developed
236,236,18,1,2071,9315,223Ba01,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Northern & Central Native Ruderal Forest,Conifer-Hardwood
237,237,3,1,2079,7929,223Ba01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Eastern Cool Temperate Developed Herbaceous,Developed
238,238,5,1,2088,7929,223Ba01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Developed Herbaceous,Developed
239,239,6,1,2085,7326,223Ba01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood
240,240,1,3,2070,7907,223Ba03,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Eastern Cool Temperate Urban Mixed Forest,Developed
241,241,6,3,2088,7905,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Deciduous Forest,Developed
242,242,6,1,2067,7291,223Ba01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland
243,243,1,1,2079,7326,223Ba01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,South-Central Interior / Upper Coastal Plain Flatwoods,Hardwood
244,244,22,3,2067,7908,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Herbaceous,Developed
245,245,4,3,2067,7297,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Developed-Medium Intensity,Developed-Medium Intensity
246,246,2,3,2084,7907,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Urban Mixed Forest,Developed
247,247,39,3,2088,7321,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,South-Central Interior Mesophytic Forest,Hardwood
248,248,9,1,2067,9314,223Ba01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Northern & Central Native Ruderal Flooded & Swamp Forest,Riparian
249,249,2,1,2070,9223,223Ba01,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,South-Central Interior Large Floodplain Forest,Riparian
250,250,1,3,2085,7297,223Ba03,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-Medium Intensity,Developed-Medium Intensity
251,251,2,1,2084,9317,223Ba01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
252,252,1,1,2085,7291,223Ba01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland
253,253,21,3,2067,7909,223Ba03,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Eastern Cool Temperate Urban Shrubland,Developed
254,254,87,3,2084,7977,223Ba03,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Eastern Cool Temperate Pasture and Hayland,Agricultural
255,255,6,1,2088,7297,223Ba01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Developed-Medium Intensity,Developed-Medium Intensity
256,256,6,1,2084,7297,223Ba01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Developed-Medium Intensity,Developed-Medium Intensity
257,257,3,3,2091,7457,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
258,258,2,3,2091,9726,223Ba03,15180_43_47_49_52_62_63_64_65,North-Central Interior Wet Flatwoods,993,0,0,993,South-Central Interior Small Stream and Riparian Herbaceous,Riparian
259,259,182,3,2071,9315,223Ba03,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Northern & Central Native Ruderal Forest,Conifer-Hardwood
260,260,5,1,2085,7297,223Ba01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-Medium Intensity,Developed-Medium Intensity
261,261,2,1,2084,7298,223Ba01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,Developed-High Intensity,Developed-High Intensity
262,262,2,1,2088,7907,223Ba01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Eastern Cool Temperate Urban Mixed Forest,Developed
263,263,2,1,2079,7291,223Ba01,14010_43_44_47_48_53,Central Interior Highlands Calcareous Glade and Barrens,19,16,5,3,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland
264,264,10,1,2088,7291,223Ba01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Central Interior Highlands Calcareous Glade and Barrens Herbaceous,Grassland
265,265,581,3,2071,7305,223Ba03,13130_47_50_51,North-Central Interior Beech-Maple Forest,1004,0,836,456,Southern Interior Low Plateau Dry-Mesic Oak Forest,Hardwood
266,266,1,1,2067,9317,223Ba01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
267,267,5,1,2067,7457,223Ba01,13050_47_48,Southern Interior Low Plateau Dry-Mesic Oak Forest,6,199,21,4,South-Central Interior / Upper Coastal Plain Wet Flatwoods,Riparian
268,268,1,1,2088,9317,223Ba01,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Ruderal Shrubland,Exotic Tree-Shrub
269,269,1,1,2085,7298,223Ba01,14720_44_46_47_48,Central Interior and Appalachian Riparian Systems,990,0,200,167,Developed-High Intensity,Developed-High Intensity
270,270,1,1,2070,7905,223Ba01,13100_47,North-Central Interior Dry-Mesic Oak Forest and Woodland,162,160,11,9,Eastern Cool Temperate Urban Deciduous Forest,Developed
271,271,18,3,2088,9817,223Ba03,14790_41_42_47_48_50_51_53,Central Interior and Appalachian Swamp Systems,987,0,0,987,Northern & Central Ruderal Meadow,Exotic Herbaceous
272,272,1,1,2084,9723,223Ba01,14710_47_48_53_54_57_59_60_61_63,Central Interior and Appalachian Floodplain Systems,613,392,121,80,South-Central Interior Large Floodplain Shrubland,Riparian
